branch_id,branch_name,transaction_date,count_transactions,count_deposits,count_withdrawals,count_transfers,share_deposits,share_withdrawals,share_transfers,unique_customers,transactions_under_30,transactions_30_to_50,transactions_over_50,share_customers_under_30,share_customers_30_to_50,share_customers_over_50,total_transaction_amount_euro,avg_transaction_amount_euro,num_transaction_currencies,transactions_with_account,transactions_without_account,transaction_amount_euro_without_account
98,Paris,2025-01-08,9,2,3,4,0.22222222,0.33333334,0.44444445,8,0,2,7,0.0,0.22222222,0.7777778,17448.861993233168,1938.7624436925742,8,9,0,0.0
69,Doha,2025-01-27,7,3,2,2,0.42857143,0.2857143,0.2857143,6,0,2,5,0.0,0.2857143,0.71428573,7044.89653117357,1006.4137901676529,6,7,0,0.0
53,Tokyo,2025-02-23,10,1,4,5,0.1,0.4,0.5,8,3,3,4,0.3,0.3,0.4,3609.755155369531,360.97551553695314,8,10,0,0.0
23,Warsaw,2025-03-09,7,2,4,1,0.2857143,0.5714286,0.14285715,7,3,0,4,0.42857143,0.0,0.5714286,10401.035284674192,1485.8621835248846,6,7,0,0.0
11,Skopje,2025-01-15,7,3,2,2,0.42857143,0.2857143,0.2857143,7,0,1,6,0.0,0.14285715,0.85714287,24471.478011061914,3495.925430151702,6,7,0,0.0
39,Almaty,2025-01-15,8,1,2,5,0.125,0.25,0.625,6,1,1,6,0.125,0.125,0.75,16089.131715219999,2011.1414644024999,6,8,0,0.0
20,Vilnius,2025-01-22,8,0,2,6,0.0,0.25,0.75,7,0,3,5,0.0,0.375,0.625,15439.70550248024,1929.96318781003,5,8,0,0.0
56,Riga,2025-01-26,6,3,2,1,0.5,0.33333334,0.16666667,6,0,3,3,0.0,0.5,0.5,3892.4414613837303,648.740243563955,4,6,0,0.0
60,Utrecht,2025-01-21,8,2,2,4,0.25,0.25,0.5,8,1,3,4,0.125,0.375,0.5,15370.149438897552,1921.268679862194,6,8,0,0.0
36,Naples,2025-02-07,9,3,6,0,0.33333334,0.6666667,0.0,8,0,4,5,0.0,0.44444445,0.5555556,10612.288524054906,1179.143169339434,7,9,0,0.0
85,Casablanca,2025-02-02,5,3,1,1,0.6,0.2,0.2,5,1,1,3,0.2,0.2,0.6,1127.355835051959,225.4711670103918,5,5,0,0.0
79,Nur-Sultan,2025-01-02,6,2,2,2,0.33333334,0.33333334,0.33333334,5,2,1,3,0.33333334,0.16666667,0.5,14865.945445436813,2477.657574239469,5,6,0,0.0
31,Barcelona,2025-01-12,11,3,4,4,0.27272728,0.36363637,0.36363637,10,3,3,5,0.27272728,0.27272728,0.45454547,12518.536553542222,1138.0487775947474,8,11,0,0.0
4,Amsterdam,2025-01-30,10,4,4,2,0.4,0.4,0.2,10,1,4,5,0.1,0.4,0.5,25578.098854803426,2557.8098854803425,8,10,0,0.0
58,Ljubljana,2025-03-08,8,1,4,3,0.125,0.5,0.375,8,3,0,5,0.375,0.0,0.625,25021.683841553328,3127.710480194166,5,8,0,0.0
35,Podgorica,2025-01-18,8,2,3,3,0.25,0.375,0.375,7,0,3,5,0.0,0.375,0.625,3511.6779686114646,438.9597460764331,7,8,0,0.0
10,Chisinau,2025-03-01,7,2,2,3,0.2857143,0.2857143,0.42857143,7,2,1,4,0.2857143,0.14285715,0.5714286,17381.83305614983,2483.119008021404,7,7,0,0.0
90,Bratislava,2025-01-23,9,0,2,7,0.0,0.22222222,0.7777778,8,1,2,6,0.11111111,0.22222222,0.6666667,13230.319301705607,1470.0354779672898,7,9,0,0.0
99,Bangkok,2025-01-23,4,1,2,1,0.25,0.5,0.25,4,0,1,3,0.0,0.25,0.75,527.9827014806424,131.9956753701606,3,4,0,0.0
17,Basel,2025-01-03,9,2,3,4,0.22222222,0.33333334,0.44444445,9,1,2,6,0.11111111,0.22222222,0.6666667,15411.838872376013,1712.4265413751125,6,9,0,0.0
38,Stuttgart,2025-02-02,14,4,6,4,0.2857143,0.42857143,0.2857143,10,4,4,6,0.2857143,0.2857143,0.42857143,27972.9077052973,1998.0648360926643,9,14,0,0.0
33,Ghent,2025-02-10,8,2,2,4,0.25,0.25,0.5,7,2,2,4,0.25,0.25,0.5,3869.3691964870104,483.6711495608763,7,8,0,0.0
17,Basel,2025-01-28,7,5,1,1,0.71428573,0.14285715,0.14285715,6,3,0,4,0.42857143,0.0,0.5714286,5971.231523053424,853.0330747219177,6,7,0,0.0
41,Tallinn,2025-01-20,14,6,3,5,0.42857143,0.21428572,0.35714287,12,1,7,6,0.071428575,0.5,0.42857143,16626.913169777064,1187.6366549840761,10,14,0,0.0
14,Marseille,2025-02-08,9,5,1,3,0.5555556,0.11111111,0.33333334,8,2,1,6,0.22222222,0.11111111,0.6666667,29066.99754771316,3229.666394190351,7,9,0,0.0
59,Melbourne,2025-02-03,14,7,4,3,0.5,0.2857143,0.21428572,11,0,3,11,0.0,0.21428572,0.78571427,29602.18173898565,2114.4415527846895,8,14,0,0.0
70,Madrid,2025-02-24,8,2,3,3,0.25,0.375,0.375,7,0,2,6,0.0,0.25,0.75,9232.472265113696,1154.059033139212,6,8,0,0.0
48,Rotterdam,2025-02-25,14,5,3,6,0.35714287,0.21428572,0.42857143,13,1,5,8,0.071428575,0.35714287,0.5714286,29263.6239575844,2090.2588541131713,10,14,0,0.0
38,Stuttgart,2025-02-19,11,4,5,2,0.36363637,0.45454547,0.18181819,11,1,3,7,0.09090909,0.27272728,0.6363636,43279.904017921224,3934.5367289019296,7,11,0,0.0
49,Singapore,2025-01-17,5,3,1,1,0.6,0.2,0.2,4,0,2,3,0.0,0.4,0.6,23803.45429573721,4760.690859147442,3,5,0,0.0
36,Naples,2025-02-13,7,1,2,4,0.14285715,0.2857143,0.5714286,7,2,0,5,0.2857143,0.0,0.71428573,5551.371848742399,793.0531212489142,3,7,0,0.0
95,Prague,2025-01-02,9,4,2,3,0.44444445,0.22222222,0.33333334,8,2,3,4,0.22222222,0.33333334,0.44444445,7503.01786447078,833.6686516078645,9,9,0,0.0
83,Oslo,2025-01-05,8,3,2,3,0.375,0.25,0.375,8,2,3,3,0.25,0.375,0.375,11723.846527773576,1465.480815971697,6,8,0,0.0
76,Dushanbe,2025-02-24,5,1,1,3,0.2,0.2,0.6,5,1,0,4,0.2,0.0,0.8,10228.052896286716,2045.610579257343,5,5,0,0.0
63,Dubai,2025-01-11,10,4,3,3,0.4,0.3,0.3,8,2,3,5,0.2,0.3,0.5,27367.58127593447,2736.758127593447,7,10,0,0.0
86,Sydney,2025-01-21,9,4,4,1,0.44444445,0.44444445,0.11111111,9,1,2,6,0.11111111,0.22222222,0.6666667,23361.48614398645,2595.7206826651613,5,9,0,0.0
46,Trondheim,2025-01-10,10,3,4,3,0.3,0.4,0.3,9,1,2,7,0.1,0.2,0.7,24089.936868766505,2408.9936868766504,7,10,0,0.0
67,Kiev,2025-03-04,17,5,10,2,0.29411766,0.5882353,0.11764706,16,5,3,9,0.29411766,0.1764706,0.5294118,29899.51462839393,1758.7949781408192,11,17,0,0.0
32,Geneva,2025-01-31,20,10,6,4,0.5,0.3,0.2,17,1,9,10,0.05,0.45,0.5,23974.993156594373,1198.7496578297187,11,20,0,0.0
52,Venice,2025-03-06,12,4,3,5,0.33333334,0.25,0.41666666,10,2,4,6,0.16666667,0.33333334,0.5,4784.907867160495,398.74232226337455,9,12,0,0.0
99,Bangkok,2025-01-25,13,6,1,6,0.46153846,0.07692308,0.46153846,11,3,5,5,0.23076923,0.3846154,0.3846154,10922.930816552223,840.2254474270941,10,13,0,0.0
7,London,2025-02-22,9,1,6,2,0.11111111,0.6666667,0.22222222,8,1,2,6,0.11111111,0.22222222,0.6666667,12808.108199057877,1423.123133228653,7,9,0,0.0
50,Athens,2025-01-02,13,3,2,8,0.23076923,0.15384616,0.61538464,10,1,8,4,0.07692308,0.61538464,0.30769232,14426.900372321325,1109.7615671016404,10,13,0,0.0
29,Ashgabat,2025-03-07,13,3,3,7,0.23076923,0.23076923,0.53846157,11,0,5,8,0.0,0.3846154,0.61538464,28613.379931852465,2201.029225527113,9,13,0,0.0
18,Muscat,2025-03-06,7,3,2,2,0.42857143,0.2857143,0.2857143,7,1,2,4,0.14285715,0.2857143,0.5714286,14975.044407740783,2139.292058248683,5,7,0,0.0
98,Paris,2025-02-10,9,2,3,4,0.22222222,0.33333334,0.44444445,9,0,3,6,0.0,0.33333334,0.6666667,9029.853255233254,1003.3170283592505,8,9,0,0.0
85,Casablanca,2025-01-03,9,5,2,2,0.5555556,0.22222222,0.22222222,8,0,4,5,0.0,0.44444445,0.5555556,13303.730476474117,1478.1922751637908,6,9,0,0.0
10,Chisinau,2025-01-12,10,4,2,4,0.4,0.2,0.4,9,2,0,8,0.2,0.0,0.8,9534.905421770181,953.4905421770181,6,10,0,0.0
50,Athens,2025-02-16,8,2,1,5,0.25,0.125,0.625,7,0,4,4,0.0,0.5,0.5,16077.900859186682,2009.7376073983353,8,8,0,0.0
27,Baku,2025-02-24,6,2,2,2,0.33333334,0.33333334,0.33333334,6,2,0,4,0.33333334,0.0,0.6666667,8536.30451848812,1422.71741974802,5,6,0,0.0
8,Sarajevo,2025-02-20,13,4,4,5,0.30769232,0.30769232,0.3846154,12,2,4,7,0.15384616,0.30769232,0.53846157,14806.57008842659,1138.9669298789684,8,13,0,0.0
37,Cape Town,2025-03-09,9,5,1,3,0.5555556,0.11111111,0.33333334,7,0,5,4,0.0,0.5555556,0.44444445,4857.222744139252,539.6914160154724,6,9,0,0.0
79,Nur-Sultan,2025-02-22,6,3,1,2,0.5,0.16666667,0.33333334,4,0,3,3,0.0,0.5,0.5,4968.851467741812,828.1419112903019,5,6,0,0.0
61,Brussels,2025-02-16,3,1,0,2,0.33333334,0.0,0.6666667,3,1,0,2,0.33333334,0.0,0.6666667,2277.1703697977414,759.0567899325805,3,3,0,0.0
82,Dublin,2025-02-14,13,4,6,3,0.30769232,0.46153846,0.23076923,11,1,4,8,0.07692308,0.30769232,0.61538464,16045.800350366393,1234.2923346435687,8,13,0,0.0
66,Hong Kong,2025-01-04,12,2,6,4,0.16666667,0.5,0.33333334,10,0,5,7,0.0,0.41666666,0.5833333,20671.398750316075,1722.6165625263395,7,12,0,0.0
35,Podgorica,2025-01-13,9,1,6,2,0.11111111,0.6666667,0.22222222,8,1,2,6,0.11111111,0.22222222,0.6666667,10406.709303698242,1156.3010337442493,5,9,0,0.0
8,Sarajevo,2025-01-19,6,1,3,2,0.16666667,0.5,0.33333334,5,1,3,2,0.16666667,0.5,0.33333334,9593.680240168538,1598.9467066947564,5,6,0,0.0
12,Berlin,2025-01-04,10,2,4,4,0.2,0.4,0.4,10,2,3,5,0.2,0.3,0.5,3337.4047493138078,333.7404749313808,7,10,0,0.0
49,Singapore,2025-03-09,8,0,5,3,0.0,0.625,0.375,7,0,2,6,0.0,0.25,0.75,13724.511872445353,1715.5639840556692,6,8,0,0.0
61,Brussels,2025-01-29,11,6,3,2,0.54545456,0.27272728,0.18181819,11,2,3,6,0.18181819,0.27272728,0.54545456,17519.75583017644,1592.7050754705854,8,11,0,0.0
86,Sydney,2025-01-19,10,6,2,2,0.6,0.2,0.2,9,1,2,7,0.1,0.2,0.7,25237.862819616807,2523.7862819616807,7,10,0,0.0
72,Jeddah,2025-01-23,9,4,2,3,0.44444445,0.22222222,0.33333334,8,2,4,3,0.22222222,0.44444445,0.33333334,11117.527084657107,1235.280787184123,8,9,0,0.0
33,Ghent,2025-01-09,7,2,4,1,0.2857143,0.5714286,0.14285715,7,1,3,3,0.14285715,0.42857143,0.42857143,3324.5396167908707,474.93423097012436,5,7,0,0.0
20,Vilnius,2025-01-06,9,3,1,5,0.33333334,0.11111111,0.5555556,8,1,3,5,0.11111111,0.33333334,0.5555556,8148.425259006304,905.3805843340338,7,9,0,0.0
9,Los Angeles,2025-02-17,8,4,3,1,0.5,0.375,0.125,8,1,1,6,0.125,0.125,0.75,6977.055239093697,872.1319048867122,7,8,0,0.0
10,Chisinau,2025-02-04,13,5,3,5,0.3846154,0.23076923,0.3846154,10,2,5,6,0.15384616,0.3846154,0.46153846,15001.43509277002,1153.9565455976938,9,13,0,0.0
92,Seoul,2025-01-03,12,4,1,7,0.33333334,0.083333336,0.5833333,12,3,5,4,0.25,0.41666666,0.33333334,18630.882833606564,1552.5735694672137,8,12,0,0.0
77,Copenhagen,2025-03-08,11,5,1,5,0.45454547,0.09090909,0.45454547,11,1,7,3,0.09090909,0.6363636,0.27272728,21889.860436402796,1989.9873124002543,6,11,0,0.0
55,Chicago,2025-02-12,12,6,3,3,0.5,0.25,0.25,12,3,1,8,0.25,0.083333336,0.6666667,17008.512010807925,1417.3760009006603,10,12,0,0.0
55,Chicago,2025-01-08,8,3,3,2,0.375,0.375,0.25,8,3,1,4,0.375,0.125,0.5,21913.779688912793,2739.222461114099,5,8,0,0.0
34,Gothenburg,2025-03-06,10,2,4,4,0.2,0.4,0.4,9,0,4,6,0.0,0.4,0.6,12712.32462221329,1271.232462221329,6,10,0,0.0
2,Porto,2025-01-22,2,1,1,0,0.5,0.5,0.0,2,0,1,1,0.0,0.5,0.5,9339.698926223711,4669.849463111856,2,2,0,0.0
31,Barcelona,2025-03-05,10,4,3,3,0.4,0.3,0.3,9,2,2,6,0.2,0.2,0.6,13629.803119848597,1362.9803119848598,8,10,0,0.0
68,Nice,2025-01-07,15,3,6,6,0.2,0.4,0.4,11,0,5,10,0.0,0.33333334,0.6666667,20389.06132593921,1359.270755062614,7,15,0,0.0
70,Madrid,2025-01-03,7,1,4,2,0.14285715,0.5714286,0.2857143,6,1,2,4,0.14285715,0.2857143,0.5714286,8020.944147305456,1145.8491639007793,6,7,0,0.0
6,Hamburg,2025-01-10,8,4,2,2,0.5,0.25,0.25,8,0,2,6,0.0,0.25,0.75,1414.439148578606,176.80489357232574,4,8,0,0.0
39,Almaty,2025-03-10,5,2,1,2,0.4,0.2,0.4,4,1,2,2,0.2,0.4,0.4,6971.886009453818,1394.3772018907634,5,5,0,0.0
76,Dushanbe,2025-01-25,5,3,1,1,0.6,0.2,0.2,5,0,3,2,0.0,0.6,0.4,3396.3666790537072,679.2733358107414,4,5,0,0.0
2,Porto,2025-03-02,4,1,0,3,0.25,0.0,0.75,4,0,3,1,0.0,0.75,0.25,14826.23661077084,3706.55915269271,4,4,0,0.0
96,Reykjavik,2025-01-04,8,3,3,2,0.375,0.375,0.25,7,0,1,7,0.0,0.125,0.875,20715.29276078623,2589.4115950982787,5,8,0,0.0
8,Sarajevo,2025-02-11,9,3,2,4,0.33333334,0.22222222,0.44444445,8,4,3,2,0.44444445,0.33333334,0.22222222,15261.251383807308,1695.694598200812,7,9,0,0.0
80,Bucharest,2025-03-01,4,2,1,1,0.5,0.25,0.25,4,1,1,2,0.25,0.25,0.5,2443.048342176249,610.7620855440623,4,4,0,0.0
87,Turin,2025-02-27,13,4,2,7,0.30769232,0.15384616,0.53846157,11,2,7,4,0.15384616,0.53846157,0.30769232,8469.466070844723,651.4973900649786,9,13,0,0.0
91,Tashkent,2025-01-23,10,4,2,4,0.4,0.2,0.4,8,0,1,9,0.0,0.1,0.9,13697.03737659458,1369.703737659458,6,10,0,0.0
70,Madrid,2025-01-25,6,2,3,1,0.33333334,0.5,0.16666667,6,2,0,4,0.33333334,0.0,0.6666667,13293.090984105029,2215.515164017505,4,6,0,0.0
37,Cape Town,2025-01-30,5,2,2,1,0.4,0.4,0.2,5,0,2,3,0.0,0.4,0.6,8592.968993123011,1718.5937986246022,4,5,0,0.0
88,Tirana,2025-02-02,8,3,5,0,0.375,0.625,0.0,8,2,3,3,0.25,0.375,0.375,6670.733003725246,833.8416254656557,7,8,0,0.0
85,Casablanca,2025-01-25,13,4,4,5,0.30769232,0.30769232,0.3846154,13,1,5,7,0.07692308,0.3846154,0.53846157,6968.940279204009,536.0723291695392,7,13,0,0.0
70,Madrid,2025-03-04,8,4,3,1,0.5,0.375,0.125,8,2,2,4,0.25,0.25,0.5,9545.423332723465,1193.1779165904331,7,8,0,0.0
75,Milan,2025-03-01,14,3,6,5,0.21428572,0.42857143,0.35714287,13,1,2,11,0.071428575,0.14285715,0.78571427,15671.043630197717,1119.360259299837,7,14,0,0.0
97,Riyadh,2025-01-27,7,3,2,2,0.42857143,0.2857143,0.2857143,7,3,1,3,0.42857143,0.14285715,0.42857143,1262.856476150301,180.40806802147156,5,7,0,0.0
79,Nur-Sultan,2025-01-29,9,4,1,4,0.44444445,0.11111111,0.44444445,7,1,3,5,0.11111111,0.33333334,0.5555556,13852.10993760219,1539.1233264002433,6,9,0,0.0
95,Prague,2025-02-25,6,2,3,1,0.33333334,0.5,0.16666667,6,0,2,4,0.0,0.33333334,0.6666667,13823.876427346338,2303.9794045577232,5,6,0,0.0
33,Ghent,2025-02-11,8,4,0,4,0.5,0.0,0.5,7,2,4,2,0.25,0.5,0.25,8937.043847000816,1117.130480875102,6,8,0,0.0
86,Sydney,2025-01-20,3,1,1,1,0.33333334,0.33333334,0.33333334,3,0,2,1,0.0,0.6666667,0.33333334,2019.516079697344,673.1720265657813,3,3,0,0.0
81,Malmo,2025-01-16,12,7,4,1,0.5833333,0.33333334,0.083333336,11,3,0,9,0.25,0.0,0.75,12630.041327933804,1052.5034439944836,9,12,0,0.0
85,Casablanca,2025-02-19,10,5,3,2,0.5,0.3,0.2,7,2,3,5,0.2,0.3,0.5,11645.889288411829,1164.588928841183,8,10,0,0.0
85,Casablanca,2025-02-24,8,3,4,1,0.375,0.5,0.125,7,1,5,2,0.125,0.625,0.25,22034.87294718624,2754.35911839828,8,8,0,0.0
42,Stockholm,2025-01-28,6,4,1,1,0.6666667,0.16666667,0.16666667,6,1,3,2,0.16666667,0.5,0.33333334,15495.46349685107,2582.5772494751786,5,6,0,0.0
74,Kuwait City,2025-02-12,7,5,2,0,0.71428573,0.2857143,0.0,6,1,1,5,0.14285715,0.14285715,0.71428573,7692.487017897674,1098.926716842525,7,7,0,0.0
72,Jeddah,2025-01-31,17,10,3,4,0.5882353,0.1764706,0.23529412,15,2,3,12,0.11764706,0.1764706,0.7058824,37981.17900938334,2234.1870005519613,12,17,0,0.0
88,Tirana,2025-02-24,11,4,5,2,0.36363637,0.45454547,0.18181819,9,1,4,6,0.09090909,0.36363637,0.54545456,5872.04493827456,533.8222671158691,8,11,0,0.0
98,Paris,2025-01-07,7,3,3,1,0.42857143,0.42857143,0.14285715,7,1,1,5,0.14285715,0.14285715,0.71428573,15726.290111620965,2246.6128730887094,5,7,0,0.0
72,Jeddah,2025-01-25,7,2,1,4,0.2857143,0.14285715,0.5714286,6,1,2,4,0.14285715,0.2857143,0.5714286,11727.599798306104,1675.3713997580148,6,7,0,0.0
3,Manama,2025-01-10,12,4,4,4,0.33333334,0.33333334,0.33333334,12,2,6,4,0.16666667,0.5,0.33333334,34188.82354741643,2849.068628951369,8,12,0,0.0
94,Munich,2025-03-05,8,3,1,4,0.375,0.125,0.5,8,2,3,3,0.25,0.375,0.375,7174.15799740028,896.769749675035,7,8,0,0.0
2,Porto,2025-03-03,6,1,2,3,0.16666667,0.33333334,0.5,5,0,4,2,0.0,0.6666667,0.33333334,3529.5900208080247,588.2650034680041,5,6,0,0.0
55,Chicago,2025-02-20,12,2,6,4,0.16666667,0.5,0.33333334,10,1,4,7,0.083333336,0.33333334,0.5833333,8931.61704906414,744.301420755345,9,12,0,0.0
37,Cape Town,2025-02-06,12,4,5,3,0.33333334,0.41666666,0.25,11,2,7,3,0.16666667,0.5833333,0.25,11733.303925895896,977.7753271579913,8,12,0,0.0
19,Sofia,2025-01-07,8,4,0,4,0.5,0.0,0.5,7,3,3,2,0.375,0.375,0.25,8264.31280844105,1033.0391010551311,5,8,0,0.0
32,Geneva,2025-02-19,12,3,3,6,0.25,0.25,0.5,10,1,3,8,0.083333336,0.25,0.6666667,25215.95694454668,2101.32974537889,9,12,0,0.0
22,Lisbon,2025-02-28,6,3,0,3,0.5,0.0,0.5,6,0,3,3,0.0,0.5,0.5,9982.302249454038,1663.717041575673,4,6,0,0.0
60,Utrecht,2025-02-11,5,1,1,3,0.2,0.2,0.6,4,2,1,2,0.4,0.2,0.4,11621.851035485337,2324.3702070970676,5,5,0,0.0
48,Rotterdam,2025-02-15,9,4,3,2,0.44444445,0.33333334,0.22222222,9,0,3,6,0.0,0.33333334,0.6666667,15062.502445731723,1673.6113828590803,6,9,0,0.0
74,Kuwait City,2025-02-08,14,5,3,6,0.35714287,0.21428572,0.42857143,12,4,5,5,0.2857143,0.35714287,0.35714287,15385.86086081991,1098.9900614871365,10,14,0,0.0
74,Kuwait City,2025-02-20,14,3,8,3,0.21428572,0.5714286,0.21428572,14,1,3,10,0.071428575,0.21428572,0.71428573,9063.369628216113,647.3835448725795,9,14,0,0.0
12,Berlin,2025-03-08,8,3,3,2,0.375,0.375,0.25,6,0,0,8,0.0,0.0,1.0,21240.20066182079,2655.0250827275986,6,8,0,0.0
23,Warsaw,2025-02-09,14,6,1,7,0.42857143,0.071428575,0.5,12,3,0,11,0.21428572,0.0,0.78571427,26576.544213937377,1898.3245867098126,9,14,0,0.0
91,Tashkent,2025-02-24,12,6,1,5,0.5,0.083333336,0.41666666,10,1,3,8,0.083333336,0.25,0.6666667,20212.694517759766,1684.391209813314,8,12,0,0.0
74,Kuwait City,2025-02-11,9,3,2,4,0.33333334,0.22222222,0.44444445,9,1,4,4,0.11111111,0.44444445,0.44444445,15354.190713635458,1706.0211904039397,8,9,0,0.0
59,Melbourne,2025-01-07,8,2,3,3,0.25,0.375,0.375,7,0,3,5,0.0,0.375,0.625,2447.0731750729765,305.88414688412206,7,8,0,0.0
64,Luxembourg,2025-01-27,8,5,2,1,0.625,0.25,0.125,8,1,3,4,0.125,0.375,0.5,6917.001546157931,864.6251932697414,6,8,0,0.0
