branch_id,branch_name,transaction_date,transaction_currency,count_transactions,count_deposits,count_withdrawals,count_transfers,unique_customers,transactions_under_30,transactions_30_to_50,transactions_over_50,share_customers_under_30,share_customers_30_to_50,share_customers_over_50,total_transaction_amount_euro,avg_transaction_amount_euro,transactions_with_account,transactions_without_account
59,Melbourne,2025-02-15,CZK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,252.47094996605838,252.47094996605838,1,0
96,Reykjavik,2025-01-03,JPY,3,1,1,1,3,0,1,2,0.0,0.33333334,0.6666667,133.16375100451256,44.387917001504185,3,0
39,Almaty,2025-02-04,JPY,3,0,1,2,3,2,1,0,0.6666667,0.33333334,0.0,139.58846249688514,46.529487498961714,3,0
96,Reykjavik,2025-03-09,PLN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1535.68009955011,1535.68009955011,1,0
56,Riga,2025-01-23,CHF,1,0,0,1,1,0,1,0,0.0,1.0,0.0,4619.190849396314,4619.190849396314,1,0
7,London,2025-01-15,CHF,1,0,1,0,1,1,0,0,1.0,0.0,0.0,8094.943581009155,8094.943581009155,1,0
58,Ljubljana,2025-01-08,HUF,1,1,0,0,1,1,0,0,1.0,0.0,0.0,16.975303303303303,16.975303303303303,1,0
71,New York,2025-03-05,TRY,2,2,0,0,2,0,1,1,0.0,0.5,0.5,211.1352086648529,105.56760433242646,2,0
34,Gothenburg,2025-02-03,TRY,2,0,0,2,2,1,0,1,0.5,0.0,0.5,125.09087958455046,62.54543979227523,2,0
56,Riga,2025-01-16,CZK,3,2,1,0,3,0,1,2,0.0,0.33333334,0.6666667,658.624707700844,219.5415692336147,3,0
92,Seoul,2025-02-18,BGN,2,0,1,1,2,1,0,1,0.5,0.0,0.5,886.9669700378362,443.4834850189181,2,0
61,Brussels,2025-03-02,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4901.181605279966,4901.181605279966,1,0
88,Tirana,2025-01-12,NOK,2,0,2,0,2,0,0,2,0.0,0.0,1.0,619.5747214425448,309.7873607212724,2,0
78,Belgrade,2025-03-05,TRY,2,0,2,0,2,1,0,1,0.5,0.0,0.5,433.41486576664437,216.70743288332218,2,0
3,Manama,2025-01-25,BGN,1,1,0,0,1,0,1,0,0.0,1.0,0.0,370.5184579200327,370.5184579200327,1,0
46,Trondheim,2025-01-13,SEK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,45.78419016991874,45.78419016991874,1,0
38,Stuttgart,2025-01-13,CHF,1,0,1,0,1,1,0,0,1.0,0.0,0.0,2935.245024609459,2935.245024609459,1,0
5,Bergen,2025-03-04,CHF,1,0,1,0,1,0,0,1,0.0,0.0,1.0,6236.036708995838,6236.036708995838,1,0
47,The Hague,2025-01-14,RON,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1244.2742567689804,1244.2742567689804,1,0
93,San Francisco,2025-02-25,ISK,3,1,1,1,3,0,2,1,0.0,0.6666667,0.33333334,136.29052848318463,45.430176161061546,3,0
76,Dushanbe,2025-02-15,RON,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1535.1115129596142,1535.1115129596142,1,0
23,Warsaw,2025-01-01,AUD,2,0,1,1,2,0,1,1,0.0,0.5,0.5,7238.73121869783,3619.365609348915,2,0
35,Podgorica,2025-01-11,GBP,1,1,0,0,1,1,0,0,1.0,0.0,0.0,8785.740742953414,8785.740742953414,1,0
84,Bishkek,2025-01-27,TRY,1,0,1,0,1,1,0,0,1.0,0.0,0.0,159.41556370594802,159.41556370594802,1,0
27,Baku,2025-01-10,RON,2,1,1,0,2,0,1,1,0.0,0.5,0.5,639.2037800341811,319.60189001709057,2,0
63,Dubai,2025-02-03,SEK,2,1,1,0,2,1,1,0,0.5,0.5,0.0,784.9568852887379,392.47844264436895,2,0
46,Trondheim,2025-03-03,SEK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,241.31928251121076,241.31928251121076,1,0
62,Toronto,2025-01-13,BGN,2,0,1,1,2,0,0,2,0.0,0.0,1.0,5935.172308006953,2967.5861540034766,2,0
62,Toronto,2025-02-17,RON,1,1,0,0,1,0,1,0,0.0,1.0,0.0,1441.458710066305,1441.458710066305,1,0
11,Skopje,2025-02-02,JPY,2,2,0,0,2,1,0,1,0.5,0.0,0.5,55.993539971426785,27.996769985713392,2,0
79,Nur-Sultan,2025-02-12,PLN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,2245.839426557668,2245.839426557668,1,0
51,Johannesburg,2025-02-06,CHF,2,0,2,0,2,0,0,2,0.0,0.0,1.0,11559.66968566862,5779.83484283431,2,0
16,Florence,2025-02-20,DKK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,979.4690977342807,979.4690977342807,1,0
59,Melbourne,2025-02-26,AUD,2,0,0,2,2,0,1,1,0.0,0.5,0.5,3104.7768018289016,1552.3884009144508,2,0
12,Berlin,2025-02-15,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,15.597963340122197,15.597963340122197,1,0
15,Zagreb,2025-03-07,BGN,2,0,1,1,2,0,1,1,0.0,0.5,0.5,4711.903057572349,2355.9515287861745,2,0
50,Athens,2025-01-26,DKK,3,2,1,0,3,1,0,2,0.33333334,0.0,0.6666667,2871.351220950492,957.117073650164,3,0
70,Madrid,2025-01-20,AUD,1,0,0,1,1,0,1,0,0.0,1.0,0.0,737.6375774342936,737.6375774342936,1,0
63,Dubai,2025-03-10,CZK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,126.60896742396923,126.60896742396923,1,0
74,Kuwait City,2025-01-10,AUD,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2633.3653557490243,2633.3653557490243,1,0
26,Frankfurt,2025-01-01,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3813.195920101997,3813.195920101997,1,0
58,Ljubljana,2025-01-01,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,46.88216239758282,46.88216239758282,1,0
83,Oslo,2025-01-09,TRY,1,0,0,1,1,0,0,1,0.0,0.0,1.0,207.81252574064413,207.81252574064413,1,0
25,Odessa,2025-01-03,ISK,1,1,0,0,1,1,0,0,1.0,0.0,0.0,47.50194309507287,47.50194309507287,1,0
76,Dushanbe,2025-02-24,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,78.74528416697092,78.74528416697092,1,0
14,Marseille,2025-03-05,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,14.04907345618808,14.04907345618808,1,0
30,Budapest,2025-01-28,SEK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,1045.6516814776091,522.8258407388046,2,0
15,Zagreb,2025-02-11,GBP,1,0,0,1,1,0,0,1,0.0,0.0,1.0,5789.93461699958,5789.93461699958,1,0
87,Turin,2025-01-03,GBP,1,0,0,1,1,0,0,1,0.0,0.0,1.0,9242.056558986904,9242.056558986904,1,0
99,Bangkok,2025-02-09,DKK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,2100.6085790884717,1050.3042895442359,2,0
66,Hong Kong,2025-03-09,JPY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,47.519675709385716,47.519675709385716,1,0
74,Kuwait City,2025-03-09,NOK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,181.83008759248236,90.91504379624118,2,0
71,New York,2025-02-01,RON,4,1,1,2,4,0,2,2,0.0,0.5,0.5,4348.375429501477,1087.0938573753692,4,0
64,Luxembourg,2025-01-17,JPY,1,1,0,0,1,0,1,0,0.0,1.0,0.0,59.39143730886851,59.39143730886851,1,0
52,Venice,2025-03-06,NOK,1,0,1,0,1,1,0,0,1.0,0.0,0.0,325.4941959713213,325.4941959713213,1,0
58,Ljubljana,2025-02-05,GBP,4,2,2,0,4,1,0,3,0.25,0.0,0.75,40343.0944213757,10085.773605343926,4,0
48,Rotterdam,2025-02-23,JPY,2,0,0,2,2,1,1,0,0.5,0.5,0.0,96.32763876540074,48.16381938270037,2,0
51,Johannesburg,2025-03-07,DKK,3,2,0,1,3,0,1,2,0.0,0.33333334,0.6666667,1963.206370912601,654.4021236375337,3,0
50,Athens,2025-02-09,CHF,3,1,2,0,3,0,1,2,0.0,0.33333334,0.6666667,11127.043958377575,3709.014652792525,3,0
29,Ashgabat,2025-03-07,GBP,1,0,0,1,1,0,0,1,0.0,0.0,1.0,10767.529255066123,10767.529255066123,1,0
39,Almaty,2025-01-18,RON,2,2,0,0,2,1,0,1,0.5,0.0,0.5,3014.122375163268,1507.061187581634,2,0
1,Lyon,2025-03-06,SEK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,1044.7892720306513,522.3946360153257,2,0
8,Sarajevo,2025-02-20,BGN,2,0,1,1,2,0,2,0,0.0,1.0,0.0,7203.967685857449,3601.9838429287247,2,0
25,Odessa,2025-01-13,HUF,1,1,0,0,1,0,1,0,0.0,1.0,0.0,6.8811883581512285,6.8811883581512285,1,0
76,Dushanbe,2025-01-18,NOK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,681.6327919040734,681.6327919040734,1,0
55,Chicago,2025-01-14,BGN,2,1,0,1,2,0,2,0,0.0,1.0,0.0,3712.2558543818386,1856.1279271909193,2,0
46,Trondheim,2025-01-20,JPY,1,1,0,0,1,1,0,0,1.0,0.0,0.0,16.126797223599404,16.126797223599404,1,0
73,Lille,2025-01-27,ISK,1,1,0,0,1,0,1,0,0.0,1.0,0.0,52.1753930280246,52.1753930280246,1,0
59,Melbourne,2025-01-10,RON,1,0,0,1,1,0,0,1,0.0,0.0,1.0,557.0423243188901,557.0423243188901,1,0
52,Venice,2025-02-24,CZK,3,1,1,1,3,1,1,1,0.33333334,0.33333334,0.33333334,529.28696831857,176.42898943952332,3,0
58,Ljubljana,2025-01-01,BGN,2,1,0,1,2,0,0,2,0.0,0.0,1.0,9061.432661826362,4530.716330913181,2,0
54,Cologne,2025-01-22,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,6941.9409461318655,6941.9409461318655,1,0
75,Milan,2025-01-24,RON,1,0,1,0,1,0,0,1,0.0,0.0,1.0,770.1975442615703,770.1975442615703,1,0
12,Berlin,2025-01-04,JPY,2,0,0,2,2,0,2,0,0.0,1.0,0.0,79.61265994931074,39.80632997465537,2,0
48,Rotterdam,2025-01-18,ISK,2,2,0,0,2,1,1,0,0.5,0.5,0.0,107.87794624396967,53.93897312198484,2,0
78,Belgrade,2025-02-10,ISK,3,1,0,2,3,0,0,3,0.0,0.0,1.0,176.93396998635745,58.97798999545248,3,0
14,Marseille,2025-02-22,PLN,2,1,1,0,2,0,1,1,0.0,0.5,0.5,1833.1478060600243,916.5739030300122,2,0
33,Ghent,2025-01-09,NOK,3,1,1,1,3,1,1,1,0.33333334,0.33333334,0.33333334,1882.1563709025977,627.3854569675326,3,0
95,Prague,2025-01-14,DKK,2,0,1,1,2,0,1,1,0.0,0.5,0.5,1473.4461913761443,736.7230956880721,2,0
32,Geneva,2025-01-11,AUD,3,0,1,2,3,1,1,1,0.33333334,0.33333334,0.33333334,5992.458721104774,1997.486240368258,3,0
78,Belgrade,2025-02-03,AUD,2,0,1,1,2,1,1,0,0.5,0.5,0.0,8447.657609021653,4223.828804510827,2,0
35,Podgorica,2025-02-08,BGN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2705.220370181,2705.220370181,1,0
42,Stockholm,2025-01-08,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2415.224872007002,2415.224872007002,1,0
77,Copenhagen,2025-03-08,BGN,1,0,0,1,1,1,0,0,1.0,0.0,0.0,1212.6546681664793,1212.6546681664793,1,0
98,Paris,2025-01-27,RON,2,0,1,1,2,0,1,1,0.0,0.5,0.5,2900.2894472361813,1450.1447236180907,2,0
85,Casablanca,2025-01-27,TRY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,250.90602243129752,250.90602243129752,1,0
6,Hamburg,2025-02-23,CHF,1,0,0,1,1,0,1,0,0.0,1.0,0.0,9227.908704883228,9227.908704883228,1,0
11,Skopje,2025-01-12,ISK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,46.73420509291121,46.73420509291121,1,0
90,Bratislava,2025-01-26,AUD,1,0,1,0,1,0,0,1,0.0,0.0,1.0,3836.397590361446,3836.397590361446,1,0
31,Barcelona,2025-03-05,PLN,1,0,1,0,1,0,1,0,0.0,1.0,0.0,781.0265060240964,781.0265060240964,1,0
1,Lyon,2025-01-18,PLN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1649.4070682165084,1649.4070682165084,1,0
1,Lyon,2025-01-31,CZK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,123.94659461177778,123.94659461177778,1,0
43,Krakow,2025-02-13,AUD,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2648.791513471159,2648.791513471159,1,0
27,Baku,2025-02-18,AUD,1,0,1,0,1,0,0,1,0.0,0.0,1.0,4360.123891655532,4360.123891655532,1,0
44,Valencia,2025-03-02,HUF,3,1,1,1,3,1,0,2,0.33333334,0.0,0.6666667,24.235694618272838,8.078564872757612,3,0
63,Dubai,2025-01-18,AUD,1,1,0,0,1,0,1,0,0.0,1.0,0.0,2978.415234891265,2978.415234891265,1,0
52,Venice,2025-01-05,RON,1,0,0,1,1,0,1,0,0.0,1.0,0.0,117.70180093262583,117.70180093262583,1,0
83,Oslo,2025-01-16,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,10067.23397184837,10067.23397184837,1,0
96,Reykjavik,2025-01-04,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2745.4243128938588,2745.4243128938588,1,0
23,Warsaw,2025-01-18,SEK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,648.8797149313402,648.8797149313402,1,0
41,Tallinn,2025-01-25,RON,1,0,1,0,1,0,0,1,0.0,0.0,1.0,96.0872972810032,96.0872972810032,1,0
37,Cape Town,2025-02-23,PLN,1,1,0,0,1,0,0,1,0.0,0.0,1.0,645.5149581364104,645.5149581364104,1,0
73,Lille,2025-02-10,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,6802.820349084717,6802.820349084717,1,0
90,Bratislava,2025-02-21,PLN,2,1,1,0,2,0,0,2,0.0,0.0,1.0,2716.455149581364,1358.227574790682,2,0
80,Bucharest,2025-03-01,CZK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,42.65851612129929,42.65851612129929,1,0
73,Lille,2025-01-01,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,87.01227645153388,87.01227645153388,1,0
38,Stuttgart,2025-01-17,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1403.409651285664,1403.409651285664,1,0
7,London,2025-01-15,CZK,2,1,0,1,2,0,2,0,0.0,1.0,0.0,361.7087001348243,180.85435006741216,2,0
79,Nur-Sultan,2025-01-29,AUD,2,1,0,1,2,0,1,1,0.0,0.5,0.5,8911.502094554158,4455.751047277079,2,0
26,Frankfurt,2025-02-16,AUD,2,2,0,0,2,0,0,2,0.0,0.0,1.0,5550.660046021558,2775.330023010779,2,0
87,Turin,2025-03-03,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2090.996931044404,2090.996931044404,1,0
73,Lille,2025-02-02,DKK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,1598.3837679916373,799.1918839958187,2,0
97,Riyadh,2025-01-21,CHF,2,1,1,0,2,1,0,1,0.5,0.0,0.5,13734.920971677097,6867.460485838548,2,0
57,Antwerp,2025-01-25,PLN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,134.90198870378282,134.90198870378282,1,0
72,Jeddah,2025-01-31,NOK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,237.49925451338893,118.74962725669447,2,0
54,Cologne,2025-01-05,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,30.932326698695952,30.932326698695952,1,0
75,Milan,2025-01-23,SEK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,1549.423202685617,774.7116013428085,2,0
80,Bucharest,2025-01-05,AUD,1,1,0,0,1,1,0,0,1.0,0.0,0.0,1105.6897801401306,1105.6897801401306,1,0
15,Zagreb,2025-01-02,RON,2,0,1,1,2,0,0,2,0.0,0.0,1.0,2947.5745331001344,1473.7872665500672,2,0
32,Geneva,2025-03-09,NOK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,21.131898971000936,21.131898971000936,1,0
72,Jeddah,2025-01-15,NOK,3,2,0,1,3,1,0,2,0.33333334,0.0,0.6666667,801.9173751441876,267.3057917147292,3,0
38,Stuttgart,2025-01-05,ISK,2,2,0,0,2,1,0,1,0.5,0.0,0.5,74.88126301179736,37.44063150589868,2,0
79,Nur-Sultan,2025-01-02,JPY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,44.63743520118489,44.63743520118489,1,0
51,Johannesburg,2025-01-08,NOK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,573.6309422388823,286.81547111944116,2,0
41,Tallinn,2025-02-27,HUF,1,0,1,0,1,1,0,0,1.0,0.0,0.0,15.042861077034773,15.042861077034773,1,0
33,Ghent,2025-01-13,NOK,1,1,0,0,1,1,0,0,1.0,0.0,0.0,788.6113246220856,788.6113246220856,1,0
32,Geneva,2025-02-19,DKK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1243.241540194133,1243.241540194133,1,0
1,Lyon,2025-02-02,CZK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,358.8722880076293,358.8722880076293,1,0
96,Reykjavik,2025-02-23,PLN,2,0,1,1,2,1,0,1,0.5,0.0,0.5,3282.695583331334,1641.347791665667,2,0
26,Frankfurt,2025-01-15,HUF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,19.58105837371843,19.58105837371843,1,0
98,Paris,2025-02-17,ISK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,40.61436351259359,20.307181756296796,2,0
97,Riyadh,2025-02-05,ISK,4,2,2,0,4,0,3,1,0.0,0.75,0.25,89.76893732970026,22.442234332425066,4,0
31,Barcelona,2025-02-22,NOK,2,0,0,2,2,0,0,2,0.0,0.0,1.0,327.34370969128906,163.67185484564453,2,0
21,Helsinki,2025-02-08,HUF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,20.214991986191592,20.214991986191592,1,0
67,Kiev,2025-03-10,BGN,2,1,1,0,2,1,1,0,0.5,0.5,0.0,5883.577052868392,2941.788526434196,2,0
62,Toronto,2025-02-26,NOK,2,0,1,1,2,1,0,1,0.5,0.0,0.5,903.8350656572137,451.91753282860685,2,0
5,Bergen,2025-03-03,HUF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,21.837200009989264,21.837200009989264,1,0
33,Ghent,2025-01-28,NOK,2,0,2,0,2,0,2,0,0.0,1.0,0.0,867.613023729677,433.8065118648385,2,0
13,Bologna,2025-03-02,SEK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,76.04665713264211,76.04665713264211,1,0
87,Turin,2025-03-02,GBP,1,0,0,1,1,1,0,0,1.0,0.0,0.0,6228.089289172961,6228.089289172961,1,0
3,Manama,2025-02-20,SEK,3,3,0,0,3,0,0,3,0.0,0.0,1.0,1730.586602185205,576.8622007284017,3,0
18,Muscat,2025-02-05,RON,1,0,1,0,1,1,0,0,1.0,0.0,0.0,141.28119599726722,141.28119599726722,1,0
11,Skopje,2025-02-25,RON,1,0,1,0,1,0,1,0,0.0,1.0,0.0,765.0640896853779,765.0640896853779,1,0
42,Stockholm,2025-01-28,CZK,2,2,0,0,2,0,2,0,0.0,1.0,0.0,286.2285281575067,143.11426407875334,2,0
99,Bangkok,2025-03-04,AUD,1,0,0,1,1,1,0,0,1.0,0.0,0.0,790.4072344701224,790.4072344701224,1,0
99,Bangkok,2025-02-24,RON,1,0,1,0,1,0,0,1,0.0,0.0,1.0,762.7561681266576,762.7561681266576,1,0
70,Madrid,2025-01-30,HUF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,22.101141804788213,22.101141804788213,1,0
91,Tashkent,2025-01-29,RON,1,1,0,0,1,0,0,1,0.0,0.0,1.0,338.6790746286656,338.6790746286656,1,0
37,Cape Town,2025-01-07,NOK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,231.99471823486817,231.99471823486817,1,0
14,Marseille,2025-02-25,CZK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,96.83668150286701,96.83668150286701,1,0
18,Muscat,2025-02-16,TRY,2,2,0,0,2,0,0,2,0.0,0.0,1.0,401.5439142006377,200.77195710031884,2,0
53,Tokyo,2025-02-06,SEK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,1493.1445985336984,746.5722992668492,2,0
75,Milan,2025-02-22,ISK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,5.485106382978724,2.742553191489362,2,0
89,Rome,2025-01-15,NOK,1,0,1,0,1,1,0,0,1.0,0.0,0.0,456.05929850044856,456.05929850044856,1,0
55,Chicago,2025-02-20,NOK,2,1,0,1,2,0,2,0,0.0,1.0,0.0,1020.2472219829443,510.12361099147216,2,0
55,Chicago,2025-02-08,SEK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,224.00035440570593,112.00017720285297,2,0
67,Kiev,2025-01-06,HUF,2,0,1,1,2,0,0,2,0.0,0.0,1.0,17.19296807176618,8.59648403588309,2,0
29,Ashgabat,2025-02-13,RON,2,0,0,2,2,1,0,1,0.5,0.0,0.5,2621.2392758835467,1310.6196379417734,2,0
33,Ghent,2025-02-18,TRY,1,1,0,0,1,0,1,0,0.0,1.0,0.0,235.09921891492505,235.09921891492505,1,0
97,Riyadh,2025-01-06,AUD,2,1,1,0,2,0,0,2,0.0,0.0,1.0,5666.9465418302625,2833.4732709151313,2,0
64,Luxembourg,2025-02-06,AUD,2,1,1,0,2,0,2,0,0.0,1.0,0.0,2180.3952378074573,1090.1976189037287,2,0
70,Madrid,2025-01-08,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3200.351849877386,3200.351849877386,1,0
97,Riyadh,2025-01-01,GBP,1,0,1,0,1,1,0,0,1.0,0.0,0.0,6395.800670541981,6395.800670541981,1,0
47,The Hague,2025-01-23,TRY,3,1,2,0,3,2,0,1,0.6666667,0.0,0.33333334,523.6809617509907,174.56032058366358,3,0
10,Chisinau,2025-01-13,ISK,3,2,1,0,3,1,1,1,0.33333334,0.33333334,0.33333334,149.1570242214533,49.71900807381777,3,0
67,Kiev,2025-01-29,NOK,1,0,1,0,1,1,0,0,1.0,0.0,0.0,101.94252239249481,101.94252239249481,1,0
64,Luxembourg,2025-02-19,SEK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,1671.389334760121,835.6946673800605,2,0
29,Ashgabat,2025-02-03,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,304.2289004858737,304.2289004858737,1,0
30,Budapest,2025-02-23,SEK,1,0,1,0,1,0,1,0,0.0,1.0,0.0,114.10545209782366,114.10545209782366,1,0
26,Frankfurt,2025-03-06,RON,1,1,0,0,1,0,0,1,0.0,0.0,1.0,576.9706958234514,576.9706958234514,1,0
98,Paris,2025-02-25,BGN,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4231.664791901013,4231.664791901013,1,0
70,Madrid,2025-01-11,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,58.25681787035768,58.25681787035768,1,0
55,Chicago,2025-01-02,GBP,2,2,0,0,2,0,1,1,0.0,0.5,0.5,13901.489448735532,6950.744724367766,2,0
12,Berlin,2025-02-08,HUF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,12.959092590309456,12.959092590309456,1,0
23,Warsaw,2025-01-26,DKK,4,2,2,0,4,2,0,2,0.5,0.0,0.5,2599.329884472083,649.8324711180207,4,0
23,Warsaw,2025-01-30,JPY,1,0,0,1,1,0,0,1,0.0,0.0,1.0,0.8532934131736528,0.8532934131736528,1,0
21,Helsinki,2025-01-24,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3696.7979776701072,3696.7979776701072,1,0
